cr_year,esac_publisher,collection,articles,oa_articles,oa_prop
2017,ACM (hebis),de,128,0,0
2017,AIP (TIB),de,1077,1,9.285051067780873e-4
2017,BMJ (BSB),de,160,0,0
2017,CUP (BSB),de,505,22,0.04356435643564356
2017,De Gruyter (SUB Göttingen),de,215,8,0.037209302325581395
2017,De Gruyter (ZBW),de,135,7,0.05185185185185185
2017,ECS (TIB),de,82,0,0
2017,Hogrefe (SUB Göttingen),de,282,7,0.024822695035460994
2017,IOP (TIB),de,933,107,0.11468381564844587
2017,Karger (BSB),de,373,12,0.032171581769437
2017,Nature (MPDL),de,430,4,0.009302325581395349
2017,Portland Press (TIB),de,32,4,0.125
2017,RSC (TIB),de,1397,123,0.08804581245526127
2017,Sage (BSB),de,1382,3,0.002170767004341534
2017,SPIE (TIB),de,44,0,0
2017,Springer Hybrid (DEAL),de,13563,1031,0.07601563076015631
2017,TaylorFrancis (ZBW),de,533,39,0.07317073170731707
2017,Thieme 1 (ZB MED),de,24,0,0
2017,Thieme 2 (ZB MED),de,48,1,0.020833333333333332
2017,Wiley Hybrid (DEAL),de,10449,515,0.04928701311130252
2018,ACM (hebis),de,143,0,0
2018,AIP (TIB),de,937,0,0
2018,BMJ (BSB),de,141,1,0.0070921985815602835
2018,CUP (BSB),de,554,27,0.048736462093862815
2018,De Gruyter (SUB Göttingen),de,214,1,0.004672897196261682
2018,De Gruyter (ZBW),de,137,8,0.058394160583941604
2018,ECS (TIB),de,114,69,0.6052631578947368
2018,Hogrefe (SUB Göttingen),de,317,8,0.025236593059936908
2018,IOP (TIB),de,815,167,0.2049079754601227
2018,Karger (BSB),de,354,12,0.03389830508474576
2018,Nature (MPDL),de,511,8,0.015655577299412915
2018,Portland Press (TIB),de,35,8,0.22857142857142856
2018,RSC (TIB),de,1322,259,0.19591527987897125
2018,Sage (BSB),de,1361,11,0.008082292432035268
2018,SPIE (TIB),de,38,0,0
2018,Springer Hybrid (DEAL),de,13631,1157,0.08488005282077617
2018,TaylorFrancis (ZBW),de,508,57,0.11220472440944881
2018,Thieme 1 (ZB MED),de,14,1,0.07142857142857142
2018,Thieme 2 (ZB MED),de,67,2,0.029850746268656716
2018,Wiley Hybrid (DEAL),de,10689,664,0.06211993638319768
2019,ACM (hebis),de,162,0,0
2019,AIP (TIB),de,915,0,0
2019,BMJ (BSB),de,149,14,0.09395973154362416
2019,CUP (BSB),de,510,177,0.34705882352941175
2019,De Gruyter (SUB Göttingen),de,255,11,0.043137254901960784
2019,De Gruyter (ZBW),de,161,28,0.17391304347826086
2019,ECS (TIB),de,103,82,0.7961165048543689
2019,Hogrefe (SUB Göttingen),de,345,26,0.07536231884057971
2019,IOP (TIB),de,733,288,0.39290586630286495
2019,Karger (BSB),de,341,13,0.03812316715542522
2019,Nature (MPDL),de,539,4,0.0074211502782931356
2019,Portland Press (TIB),de,48,10,0.20833333333333334
2019,RSC (TIB),de,1306,391,0.2993874425727412
2019,Sage (BSB),de,1429,96,0.06717984604618614
2019,SPIE (TIB),de,37,0,0
2019,Springer Hybrid (DEAL),de,13680,1357,0.09919590643274853
2019,TaylorFrancis (ZBW),de,547,90,0.16453382084095064
2019,Thieme 1 (ZB MED),de,7,2,0.2857142857142857
2019,Thieme 2 (ZB MED),de,74,8,0.10810810810810811
2019,Wiley Hybrid (DEAL),de,10132,3623,0.35757994472956967
2020,ACM (hebis),de,159,0,0
2020,AIP (TIB),de,860,0,0
2020,BMJ (BSB),de,179,39,0.21787709497206703
2020,CUP (BSB),de,612,261,0.4264705882352941
2020,De Gruyter (SUB Göttingen),de,254,10,0.03937007874015748
2020,De Gruyter (ZBW),de,119,11,0.09243697478991597
2020,ECS (TIB),de,117,81,0.6923076923076923
2020,Hogrefe (SUB Göttingen),de,355,34,0.09577464788732394
2020,IOP (TIB),de,753,382,0.5073041168658698
2020,Karger (BSB),de,418,78,0.18660287081339713
2020,Nature (MPDL),de,529,11,0.020793950850661626
2020,Portland Press (TIB),de,34,18,0.5294117647058824
2020,RSC (TIB),de,1279,450,0.3518373729476153
2020,Sage (BSB),de,1487,371,0.24949562878278414
2020,SPIE (TIB),de,31,0,0
2020,Springer Hybrid (DEAL),de,14994,8755,0.5839002267573696
2020,TaylorFrancis (ZBW),de,573,105,0.18324607329842932
2020,Thieme 1 (ZB MED),de,16,7,0.4375
2020,Thieme 2 (ZB MED),de,56,2,0.03571428571428571
2020,Wiley Hybrid (DEAL),de,11452,8560,0.7474676912329724
2021,ACM (hebis),de,189,0,0
2021,AIP (TIB),de,803,0,0
2021,BMJ (BSB),de,176,82,0.4659090909090909
2021,CUP (BSB),de,632,341,0.5395569620253164
2021,De Gruyter (SUB Göttingen),de,289,18,0.06228373702422145
2021,De Gruyter (ZBW),de,128,17,0.1328125
2021,ECS (TIB),de,92,72,0.782608695652174
2021,Hogrefe (SUB Göttingen),de,371,162,0.4366576819407008
2021,IOP (TIB),de,645,447,0.6930232558139535
2021,Karger (BSB),de,392,113,0.288265306122449
2021,Nature (MPDL),de,601,157,0.2612312811980033
2021,Portland Press (TIB),de,48,31,0.6458333333333334
2021,RSC (TIB),de,1206,475,0.3938640132669983
2021,Sage (BSB),de,1464,709,0.4842896174863388
2021,SPIE (TIB),de,34,0,0
2021,Springer Hybrid (DEAL),de,16383,11245,0.6863822254776293
2021,TaylorFrancis (ZBW),de,564,174,0.30851063829787234
2021,Thieme 1 (ZB MED),de,13,4,0.3076923076923077
2021,Thieme 2 (ZB MED),de,56,17,0.30357142857142855
2021,Wiley Hybrid (DEAL),de,11540,9684,0.8391681109185442
2022,ACM (hebis),de,209,0,0
2022,AIP (TIB),de,806,0,0
2022,BMJ (BSB),de,152,67,0.4407894736842105
2022,CUP (BSB),de,625,401,0.6416
2022,De Gruyter (SUB Göttingen),de,260,141,0.5423076923076923
2022,De Gruyter (ZBW),de,128,21,0.1640625
2022,ECS (TIB),de,80,64,0.8
2022,Hogrefe (SUB Göttingen),de,373,224,0.6005361930294906
2022,IOP (TIB),de,561,484,0.8627450980392157
2022,Karger (BSB),de,270,84,0.3111111111111111
2022,Nature (MPDL),de,653,279,0.42725880551301687
2022,Portland Press (TIB),de,24,19,0.7916666666666666
2022,RSC (TIB),de,1052,520,0.49429657794676807
2022,Sage (BSB),de,1494,777,0.5200803212851406
2022,SPIE (TIB),de,28,0,0
2022,Springer Hybrid (DEAL),de,13355,10084,0.7550730063646575
2022,TaylorFrancis (ZBW),de,512,162,0.31640625
2022,Thieme 1 (ZB MED),de,17,5,0.29411764705882354
2022,Thieme 2 (ZB MED),de,33,12,0.36363636363636365
2022,Wiley Hybrid (DEAL),de,9838,8092,0.8225249034356577
2023,ACM (hebis),de,135,0,0
2023,AIP (TIB),de,445,0,0
2023,BMJ (BSB),de,84,37,0.44047619047619047
2023,CUP (BSB),de,331,183,0.552870090634441
2023,De Gruyter (SUB Göttingen),de,127,46,0.36220472440944884
2023,De Gruyter (ZBW),de,63,42,0.6666666666666666
2023,ECS (TIB),de,61,53,0.8688524590163934
2023,Hogrefe (SUB Göttingen),de,268,178,0.664179104477612
2023,IOP (TIB),de,410,322,0.7853658536585366
2023,Karger (BSB),de,64,18,0.28125
2023,Nature (MPDL),de,431,224,0.5197215777262181
2023,Portland Press (TIB),de,11,4,0.36363636363636365
2023,RSC (TIB),de,648,338,0.5216049382716049
2023,Sage (BSB),de,808,437,0.5408415841584159
2023,SPIE (TIB),de,17,0,0
2023,Springer Hybrid (DEAL),de,7152,5599,0.7828579418344519
2023,TaylorFrancis (ZBW),de,272,83,0.30514705882352944
2023,Thieme 1 (ZB MED),de,2,1,0.5
2023,Thieme 2 (ZB MED),de,21,8,0.38095238095238093
2023,Wiley Hybrid (DEAL),de,6095,4975,0.8162428219852338
